,Residence,Age,Class_Time,Class_Rating,Class_Medium,Self_Study_Time,Fitness_Time,Sleep_Time,Social_Media_Time,Social_Media_Platform,TV_Time,Meals_Number,Weight_Change,Health_Issue,Stress_Busters,Time_Utilized,Miss,More_Social_connection,Total_studying_time,Total_resting_time
523,Outside Delhi-NCR,25,2,Poor,Smartphone,2,1,8,4,Whatsapp,1,4,0,NO,ONLINE ACTIVITIES,NO,TRAVELLING,YES,4,14
524,Delhi-NCR,20,3,Poor,Smartphone,2,1,9,5,Instagram,1,3,2,NO,MUSIC,NO,SOCIALIZE,NO,5,14
525,Outside Delhi-NCR,20,4,Poor,Smartphone,2,0,8,2,Whatsapp,3,3,2,NO,REST,YES,SOCIALIZE,YES,6,13
526,Delhi-NCR,20,2,Poor,Smartphone,2,2,8,3,Youtube,0,4,1,YES,EXERCISE,YES,BEING OUTSIDE,NO,4,13
527,Outside Delhi-NCR,25,4,Poor,Smartphone,4,1,7,1,Youtube,0,3,2,NO,REST,YES,SOCIALIZE,YES,8,9
528,Outside Delhi-NCR,20,0,Poor,Smartphone,4,0,8,1,Youtube,0,3,1,YES,NO ACTIVITIES,NO,NOTHING,YES,4,9
529,Outside Delhi-NCR,25,1,Poor,Laptop/Desktop,4,1,9,2,Instagram,0,3,0,NO,EXERCISE,NO,BEING OUTSIDE,YES,5,12
530,Outside Delhi-NCR,25,2,Poor,Laptop/Desktop,4,1,8,1,Others,1,3,0,YES,MUSIC,NO,BEING OUTSIDE,NO,6,11
531,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,3,1,9,3,Instagram,1,2,0,NO,REST,NO,SOCIALIZE,YES,7,14
532,Delhi-NCR,20,4,Poor,Smartphone,4,2,6,2,Instagram,0,4,1,YES,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,8,10
533,Delhi-NCR,25,0,Poor,Smartphone,2,1,9,1,Youtube,0,3,0,NO,READING,NO,TRAVELLING,YES,2,11
534,Delhi-NCR,25,1,Poor,Laptop/Desktop,0,0,9,3,Whatsapp,0,3,2,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,NO,2,12
535,Delhi-NCR,20,4,Poor,Smartphone,2,1,9,5,Instagram,3,3,0,NO,REST,NO,SCHOOL/WORK,YES,6,14
536,Outside Delhi-NCR,25,2,Poor,Smartphone,2,0,8,1,Others,0,3,0,YES,READING,NO,SCHOOL/WORK,YES,4,9
537,Delhi-NCR,25,0,Poor,Smartphone,0,0,9,4,Youtube,0,4,0,NO,ONLINE ACTIVITIES,NO,BEING OUTSIDE,NO,2,13
538,Delhi-NCR,30,4,Poor,Laptop/Desktop,3,0,7,2,Whatsapp,2,3,2,NO,NO ACTIVITIES,NO,TRAVELLING,YES,7,11
539,Delhi-NCR,20,3,Poor,Smartphone,1,1,6,2,Instagram,0,3,1,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,YES,4,9
540,Outside Delhi-NCR,20,2,Poor,Laptop/Desktop,4,0,8,1,Instagram,0,2,2,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,NO,6,9
541,Delhi-NCR,25,3,Poor,Laptop/Desktop,2,1,6,3,Others,2,4,2,NO,MUSIC,YES,SOCIALIZE,YES,5,12
542,Outside Delhi-NCR,25,4,Poor,Laptop/Desktop,4,0,6,1,Others,1,4,0,NO,MUSIC,NO,SOCIALIZE,YES,8,8
543,Outside Delhi-NCR,15,4,Poor,Smartphone,2,1,7,0,Others,1,4,2,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,6,9
544,Outside Delhi-NCR,20,0,Poor,Smartphone,1,1,8,0,Whatsapp,2,3,2,NO,OTHERS,NO,ALL,YES,2,11
545,Outside Delhi-NCR,30,4,Poor,Laptop/Desktop,3,1,7,4,Whatsapp,2,3,0,NO,ONLINE ACTIVITIES,NO,BEING OUTSIDE,NO,7,14
546,Outside Delhi-NCR,25,4,Poor,Laptop/Desktop,1,1,8,2,Instagram,2,4,2,NO,ONLINE ACTIVITIES,YES,SOCIALIZE,YES,5,13
547,Delhi-NCR,20,1,Poor,Laptop/Desktop,0,0,8,4,Whatsapp,0,4,0,NO,MUSIC,NO,SOCIALIZE,YES,2,12
548,Delhi-NCR,25,3,Poor,Laptop/Desktop,4,0,8,2,Instagram,0,2,2,YES,MUSIC,YES,SOCIALIZE,YES,7,10
549,Outside Delhi-NCR,20,4,Poor,Smartphone,1,2,9,2,Whatsapp,0,2,1,NO,MUSIC,NO,BEING OUTSIDE,YES,5,13
550,Outside Delhi-NCR,25,1,Poor,Smartphone,2,1,6,5,Instagram,0,2,1,NO,ONLINE ACTIVITIES,NO,BEING OUTSIDE,NO,3,12
551,Outside Delhi-NCR,20,4,Poor,Smartphone,2,0,8,3,Instagram,0,2,2,YES,ONLINE ACTIVITIES,NO,SOCIALIZE,YES,6,11
552,Delhi-NCR,30,2,Poor,Smartphone,3,0,6,1,Whatsapp,1,4,0,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,YES,5,8
553,Outside Delhi-NCR,20,0,Poor,Laptop/Desktop,2,2,7,4,Instagram,1,3,2,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,2,14
554,Outside Delhi-NCR,20,4,Poor,Smartphone,0,0,7,1,Youtube,0,2,0,NO,MUSIC,NO,BEING OUTSIDE,NO,4,8
555,Delhi-NCR,30,4,Poor,Laptop/Desktop,4,2,9,2,Others,1,3,2,NO,INDOOR ACTIVITIES,YES,BEING OUTSIDE,YES,8,14
556,Delhi-NCR,20,4,Poor,Laptop/Desktop,4,1,8,0,Youtube,0,3,0,NO,READING,NO,BEING OUTSIDE,NO,8,9
557,Outside Delhi-NCR,20,2,Poor,Laptop/Desktop,4,0,9,2,Instagram,0,3,0,YES,SOCIALIZE,NO,SOCIALIZE,YES,6,11
558,Outside Delhi-NCR,20,4,Poor,Smartphone,2,1,8,2,Youtube,1,3,2,NO,MUSIC,NO,SCHOOL/WORK,YES,6,12
559,Delhi-NCR,25,3,Poor,Laptop/Desktop,2,0,7,1,Instagram,0,2,0,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,NO,5,8
560,Outside Delhi-NCR,20,3,Poor,Laptop/Desktop,4,0,9,2,Youtube,1,4,0,NO,ONLINE ACTIVITIES,YES,SOCIALIZE,NO,7,12
561,Delhi-NCR,25,0,Poor,Smartphone,1,1,8,1,Others,0,3,2,NO,EXERCISE,YES,BEING OUTSIDE,NO,2,10
562,Delhi-NCR,30,0,Poor,Laptop/Desktop,0,1,9,2,Whatsapp,1,3,0,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,YES,2,13
563,Outside Delhi-NCR,20,2,Poor,Smartphone,1,1,8,2,Youtube,3,3,2,NO,MUSIC,NO,BEING OUTSIDE,YES,3,14
564,Outside Delhi-NCR,25,3,Poor,Smartphone,4,0,9,3,Others,0,2,0,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,YES,7,12
565,Delhi-NCR,30,3,Poor,Laptop/Desktop,2,1,8,1,Youtube,0,4,0,NO,MUSIC,YES,BEING OUTSIDE,YES,5,10
566,Outside Delhi-NCR,25,0,Poor,Smartphone,4,1,8,0,Others,0,4,2,YES,OTHERS,NO,TRAVELLING,NO,4,9
567,Outside Delhi-NCR,20,0,Poor,Smartphone,1,0,9,4,Youtube,1,3,0,NO,INDOOR ACTIVITIES,NO,TRAVELLING,YES,2,14
568,Outside Delhi-NCR,25,0,Poor,Smartphone,0,0,9,5,Others,3,2,2,NO,ART,NO,SCHOOL/WORK,YES,2,14
569,Outside Delhi-NCR,30,4,Poor,Smartphone,2,1,8,4,Whatsapp,3,3,2,NO,ONLINE ACTIVITIES,YES,BEING OUTSIDE,YES,6,14
570,Outside Delhi-NCR,25,1,Poor,Smartphone,2,1,8,2,Instagram,2,2,0,YES,REST,NO,SCHOOL/WORK,YES,3,13
571,Outside Delhi-NCR,25,3,Poor,Smartphone,2,2,7,3,Whatsapp,3,2,2,NO,MUSIC,YES,SOCIALIZE,YES,5,14
572,Outside Delhi-NCR,25,4,Poor,Smartphone,4,0,6,2,Instagram,1,2,2,NO,MUSIC,YES,BEING OUTSIDE,NO,8,9
573,Delhi-NCR,30,2,Poor,Smartphone,1,1,7,4,Whatsapp,2,3,0,NO,ONLINE ACTIVITIES,YES,TRAVELLING,YES,3,14
574,Outside Delhi-NCR,30,1,Poor,Smartphone,1,1,8,3,Others,2,2,1,NO,EXERCISE,NO,SCHOOL/WORK,YES,2,14
575,Outside Delhi-NCR,25,2,Poor,Smartphone,0,2,8,4,Instagram,2,2,2,NO,INDOOR ACTIVITIES,NO,TRAVELLING,NO,2,14
576,Outside Delhi-NCR,20,2,Poor,Smartphone,1,1,8,2,Whatsapp,3,3,2,NO,MUSIC,NO,SCHOOL/WORK,NO,3,14
577,Outside Delhi-NCR,25,2,Poor,Laptop/Desktop,4,1,9,2,Instagram,0,2,1,NO,ONLINE ACTIVITIES,NO,BEING OUTSIDE,NO,6,12
578,Outside Delhi-NCR,25,0,Poor,Smartphone,2,3,9,1,Whatsapp,1,1,1,YES,ONLINE ACTIVITIES,NO,BEING OUTSIDE,NO,2,14
579,Outside Delhi-NCR,25,3,Poor,Laptop/Desktop,4,1,8,3,Others,1,4,2,NO,ONLINE ACTIVITIES,YES,SOCIALIZE,YES,7,13
580,Outside Delhi-NCR,25,3,Poor,Laptop/Desktop,4,0,6,1,Others,0,2,1,YES,ONLINE ACTIVITIES,NO,SCHOOL/WORK,NO,7,8
581,Delhi-NCR,25,2,Poor,Smartphone,3,0,8,2,Instagram,0,2,0,YES,MUSIC,NO,SCHOOL/WORK,NO,5,10
582,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,4,0,9,3,Instagram,0,3,0,NO,ONLINE ACTIVITIES,NO,BEING OUTSIDE,NO,8,12
583,Delhi-NCR,25,3,Poor,Laptop/Desktop,4,0,7,1,Youtube,0,4,2,NO,INDOOR ACTIVITIES,YES,BEING OUTSIDE,NO,7,8
584,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,4,1,8,1,Whatsapp,2,3,0,NO,REST,YES,SOCIALIZE,YES,8,12
585,Outside Delhi-NCR,25,4,Poor,Laptop/Desktop,4,0,6,4,Whatsapp,0,3,2,NO,REST,YES,SOCIALIZE,YES,8,10
586,Delhi-NCR,25,3,Poor,Smartphone,4,1,8,1,Whatsapp,0,3,2,NO,REST,YES,SOCIALIZE,NO,7,10
587,Delhi-NCR,25,4,Poor,Smartphone,4,0,6,2,Youtube,0,3,0,YES,INDOOR ACTIVITIES,YES,BEING OUTSIDE,YES,8,8
588,Delhi-NCR,20,2,Poor,Smartphone,3,2,8,1,Youtube,1,3,0,NO,MUSIC,NO,SCHOOL/WORK,NO,5,12
589,Delhi-NCR,20,4,Poor,Smartphone,4,1,6,0,Whatsapp,0,3,2,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,YES,8,8
590,Delhi-NCR,20,4,Poor,Laptop/Desktop,4,1,6,3,Whatsapp,0,3,2,NO,ONLINE ACTIVITIES,YES,SOCIALIZE,YES,8,10
591,Outside Delhi-NCR,30,2,Poor,Laptop/Desktop,3,0,9,2,Others,0,3,0,NO,READING,NO,SCHOOL/WORK,YES,5,11
592,Outside Delhi-NCR,25,2,Poor,Smartphone,3,1,9,2,Others,0,2,2,NO,REST,YES,SOCIALIZE,YES,5,12
593,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,4,1,8,2,Youtube,1,3,2,NO,MUSIC,NO,BEING OUTSIDE,YES,8,12
594,Delhi-NCR,20,4,Poor,Laptop/Desktop,1,0,8,1,Youtube,0,2,2,NO,MUSIC,NO,SOCIALIZE,YES,5,9
595,Delhi-NCR,25,4,Poor,Laptop/Desktop,2,0,9,2,Whatsapp,0,3,0,NO,MUSIC,NO,SCHOOL/WORK,NO,6,11
596,Outside Delhi-NCR,30,4,Poor,Laptop/Desktop,3,1,6,2,Youtube,2,3,2,NO,REST,YES,TRAVELLING,YES,7,11
597,Outside Delhi-NCR,20,2,Poor,Laptop/Desktop,2,0,7,2,Whatsapp,1,3,0,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,YES,4,10
598,Outside Delhi-NCR,25,2,Poor,Laptop/Desktop,4,1,9,5,Youtube,1,3,0,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,6,14
599,Delhi-NCR,20,4,Poor,Laptop/Desktop,2,0,6,2,Others,3,3,1,NO,MUSIC,NO,BEING OUTSIDE,YES,6,11
600,Delhi-NCR,20,4,Poor,Smartphone,1,0,6,5,Others,2,1,2,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,NO,5,13
601,Delhi-NCR,25,4,Poor,Smartphone,4,1,6,2,Instagram,2,3,0,NO,MUSIC,YES,SCHOOL/WORK,YES,8,11
602,Delhi-NCR,25,3,Poor,Laptop/Desktop,2,1,8,0,Whatsapp,1,3,2,NO,MUSIC,NO,BEING OUTSIDE,NO,5,10
603,Outside Delhi-NCR,25,3,Poor,Laptop/Desktop,1,0,8,1,Instagram,0,3,0,NO,MUSIC,NO,BEING OUTSIDE,YES,4,9
604,Delhi-NCR,25,4,Poor,Smartphone,4,0,9,2,Youtube,0,2,2,NO,MUSIC,NO,SCHOOL/WORK,YES,8,11
605,Delhi-NCR,25,4,Poor,Smartphone,1,1,7,2,Instagram,0,4,0,NO,ONLINE ACTIVITIES,YES,BEING OUTSIDE,YES,5,10
606,Delhi-NCR,25,4,Poor,Smartphone,2,2,9,2,Instagram,0,2,1,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,YES,6,13
607,Delhi-NCR,20,4,Poor,Smartphone,4,1,6,2,Instagram,1,3,0,NO,MUSIC,NO,SCHOOL/WORK,YES,8,10
608,Delhi-NCR,30,2,Poor,Laptop/Desktop,1,1,7,1,Youtube,0,3,2,YES,ONLINE ACTIVITIES,NO,TRAVELLING,YES,3,9
609,Delhi-NCR,20,4,Poor,Smartphone,4,1,9,3,Whatsapp,0,2,2,NO,MUSIC,NO,SCHOOL/WORK,NO,8,13
610,Delhi-NCR,25,3,Poor,Smartphone,2,2,7,1,Whatsapp,3,2,2,NO,OTHERS,YES,TRAVELLING,YES,5,13
611,Delhi-NCR,20,4,Poor,Laptop/Desktop,2,2,7,3,Whatsapp,1,4,1,NO,REST,YES,SOCIALIZE,NO,6,13
612,Delhi-NCR,25,4,Poor,Smartphone,3,0,8,3,Instagram,0,3,2,NO,OTHERS,NO,SCHOOL/WORK,YES,7,11
613,Outside Delhi-NCR,30,4,Poor,Laptop/Desktop,1,0,7,1,Whatsapp,0,4,0,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,YES,5,8
614,Outside Delhi-NCR,20,1,Poor,Smartphone,2,0,7,2,Others,1,3,0,YES,EXERCISE,NO,SOCIALIZE,NO,3,10
615,Outside Delhi-NCR,20,4,Poor,Smartphone,4,1,7,0,Instagram,0,3,1,NO,MUSIC,YES,SCHOOL/WORK,YES,8,8
616,Delhi-NCR,20,2,Poor,Laptop/Desktop,2,1,9,2,Instagram,1,4,2,NO,MUSIC,NO,SOCIALIZE,NO,4,13
617,Outside Delhi-NCR,20,4,Poor,Smartphone,3,1,7,1,Youtube,1,2,0,NO,REST,YES,TRAVELLING,YES,7,10
618,Outside Delhi-NCR,25,3,Poor,Smartphone,4,1,6,2,Youtube,0,3,2,NO,REST,YES,SCHOOL/WORK,YES,7,9
619,Delhi-NCR,20,4,Poor,Smartphone,2,1,6,3,Youtube,1,3,0,NO,ONLINE ACTIVITIES,NO,TRAVELLING,YES,6,11
620,Outside Delhi-NCR,20,3,Poor,Smartphone,2,0,7,3,Youtube,1,2,1,YES,ONLINE ACTIVITIES,NO,SOCIALIZE,YES,5,11
621,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,4,0,7,2,Instagram,1,3,2,NO,INDOOR ACTIVITIES,YES,TRAVELLING,YES,8,10
622,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,3,1,6,1,Instagram,0,4,2,NO,READING,NO,SOCIALIZE,NO,7,8
623,Outside Delhi-NCR,25,4,Poor,Laptop/Desktop,2,0,9,1,Instagram,2,3,2,NO,MUSIC,NO,ALL,NO,6,12
624,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,4,1,6,3,Instagram,0,3,2,NO,MUSIC,NO,BEING OUTSIDE,YES,8,10
625,Outside Delhi-NCR,20,4,Poor,Smartphone,4,0,8,1,Instagram,0,3,2,NO,REST,NO,BEING OUTSIDE,NO,8,9
626,Delhi-NCR,25,4,Poor,Laptop/Desktop,4,0,8,2,Whatsapp,0,4,0,NO,REST,NO,SCHOOL/WORK,NO,8,10
627,Delhi-NCR,25,4,Poor,Smartphone,4,1,8,2,Youtube,1,2,1,NO,MUSIC,YES,TRAVELLING,YES,8,12
628,Outside Delhi-NCR,20,4,Poor,Smartphone,1,0,9,3,Whatsapp,0,2,1,NO,ONLINE ACTIVITIES,NO,SOCIALIZE,NO,5,12
629,Delhi-NCR,20,2,Poor,Smartphone,3,0,9,5,Instagram,1,4,1,YES,ONLINE ACTIVITIES,NO,SCHOOL/WORK,NO,5,14
630,Outside Delhi-NCR,25,2,Poor,Smartphone,4,0,8,1,Whatsapp,2,3,0,YES,MUSIC,NO,BEING OUTSIDE,NO,6,11
631,Delhi-NCR,20,4,Poor,Laptop/Desktop,3,2,7,4,Instagram,0,3,1,NO,INDOOR ACTIVITIES,NO,TRAVELLING,YES,7,13
632,Delhi-NCR,20,4,Poor,Laptop/Desktop,2,1,8,2,Instagram,1,3,2,NO,REST,YES,BEING OUTSIDE,YES,6,12
633,Outside Delhi-NCR,30,1,Poor,Smartphone,3,1,8,4,Youtube,0,3,1,YES,ONLINE ACTIVITIES,NO,BEING OUTSIDE,YES,4,13
634,Delhi-NCR,25,3,Poor,Laptop/Desktop,2,0,8,5,Instagram,3,4,0,NO,MUSIC,NO,BEING OUTSIDE,YES,5,14
635,Delhi-NCR,20,4,Poor,Smartphone,2,0,6,3,Instagram,0,1,0,NO,INDOOR ACTIVITIES,NO,TRAVELLING,YES,6,9
636,Delhi-NCR,20,4,Poor,Laptop/Desktop,2,1,6,2,Whatsapp,0,3,2,NO,REST,NO,BEING OUTSIDE,NO,6,9
637,Outside Delhi-NCR,25,4,Poor,Laptop/Desktop,1,0,7,5,Others,2,3,1,NO,ONLINE ACTIVITIES,NO,TRAVELLING,YES,5,14
638,Delhi-NCR,20,4,Poor,Smartphone,2,0,7,3,Instagram,0,3,0,NO,ONLINE ACTIVITIES,YES,BEING OUTSIDE,YES,6,10
639,Delhi-NCR,30,1,Poor,Laptop/Desktop,2,0,8,3,Instagram,2,3,0,NO,INDOOR ACTIVITIES,YES,TRAVELLING,YES,3,13
640,Outside Delhi-NCR,30,3,Poor,Smartphone,1,0,6,1,Whatsapp,3,2,1,YES,REST,NO,BEING OUTSIDE,YES,4,10
641,Outside Delhi-NCR,25,4,Poor,Smartphone,3,1,9,3,Youtube,2,3,2,NO,INDOOR ACTIVITIES,NO,SCHOOL/WORK,NO,7,14
642,Outside Delhi-NCR,25,2,Poor,Smartphone,3,0,8,4,Whatsapp,1,3,2,NO,ONLINE ACTIVITIES,NO,ALL,NO,5,13
643,Outside Delhi-NCR,25,0,Poor,Smartphone,1,0,6,4,Others,3,3,1,YES,ONLINE ACTIVITIES,NO,SOCIALIZE,YES,2,13
644,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,1,1,9,5,Instagram,0,3,1,NO,ONLINE ACTIVITIES,YES,TRAVELLING,YES,5,14
645,Outside Delhi-NCR,25,4,Poor,Laptop/Desktop,2,1,8,5,Instagram,2,2,0,NO,READING,NO,BEING OUTSIDE,YES,6,14
646,Delhi-NCR,20,4,Poor,Laptop/Desktop,1,1,6,5,Instagram,1,3,2,NO,EXERCISE,NO,SOCIALIZE,YES,5,13
647,Delhi-NCR,20,4,Poor,Smartphone,4,2,6,4,Instagram,0,3,2,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,YES,8,12
648,Outside Delhi-NCR,20,3,Poor,Smartphone,2,0,8,1,Others,1,3,2,NO,REST,NO,SCHOOL/WORK,YES,5,10
649,Delhi-NCR,20,4,Poor,Laptop/Desktop,2,1,8,2,Whatsapp,1,3,0,NO,MUSIC,NO,BEING OUTSIDE,YES,6,12
650,Outside Delhi-NCR,25,2,Poor,Laptop/Desktop,4,2,7,4,Others,2,4,2,NO,ONLINE ACTIVITIES,YES,BEING OUTSIDE,YES,6,14
651,Outside Delhi-NCR,25,4,Poor,Laptop/Desktop,2,0,9,2,Whatsapp,0,3,0,NO,MUSIC,YES,SCHOOL/WORK,NO,6,11
652,Outside Delhi-NCR,15,4,Poor,Laptop/Desktop,2,1,9,1,Whatsapp,1,4,0,NO,INDOOR ACTIVITIES,YES,ALL,YES,6,12
653,Delhi-NCR,15,4,Poor,Tablet,1,1,9,1,Youtube,3,3,0,NO,INDOOR ACTIVITIES,YES,SOCIALIZE,YES,5,14
654,Outside Delhi-NCR,25,4,Poor,Laptop/Desktop,3,1,7,1,Others,2,3,1,NO,INDOOR ACTIVITIES,YES,BEING OUTSIDE,YES,7,11
655,Delhi-NCR,25,2,Poor,Smartphone,2,1,6,3,Whatsapp,0,3,0,NO,MUSIC,NO,SCHOOL/WORK,NO,4,10
656,Delhi-NCR,15,4,Poor,Smartphone,1,1,7,4,Youtube,2,4,1,NO,MUSIC,NO,SCHOOL/WORK,YES,5,14
657,Outside Delhi-NCR,30,3,Poor,Smartphone,4,0,6,1,Whatsapp,1,3,2,NO,MUSIC,YES,SCHOOL/WORK,YES,7,8
658,Delhi-NCR,30,2,Poor,Smartphone,2,1,6,1,Youtube,0,1,2,NO,MUSIC,YES,TRAVELLING,YES,4,8
659,Outside Delhi-NCR,25,3,Poor,Smartphone,2,1,8,5,Whatsapp,3,2,2,NO,ART,NO,SCHOOL/WORK,YES,5,14
660,Outside Delhi-NCR,15,4,Poor,Tablet,3,1,6,4,Youtube,0,2,0,YES,MUSIC,YES,TRAVELLING,YES,7,11
661,Delhi-NCR,25,1,Poor,Smartphone,1,0,9,3,Instagram,0,3,0,NO,MUSIC,YES,BEING OUTSIDE,YES,2,12
662,Outside Delhi-NCR,30,4,Poor,Laptop/Desktop,2,0,6,3,Others,1,3,0,NO,READING,YES,SCHOOL/WORK,YES,6,10
663,Outside Delhi-NCR,25,2,Poor,Smartphone,2,0,7,1,Youtube,1,3,2,YES,MUSIC,NO,SCHOOL/WORK,YES,4,9
664,Delhi-NCR,25,1,Poor,Laptop/Desktop,4,0,6,2,Whatsapp,0,2,0,YES,ONLINE ACTIVITIES,YES,TRAVELLING,YES,5,8
665,Outside Delhi-NCR,25,2,Poor,Laptop/Desktop,3,1,8,5,Instagram,2,3,2,NO,EXERCISE,YES,TRAVELLING,YES,5,14
666,Delhi-NCR,20,3,Poor,Smartphone,3,0,9,5,Instagram,3,4,2,NO,MUSIC,NO,BEING OUTSIDE,YES,6,14
667,Outside Delhi-NCR,20,4,Poor,Smartphone,3,1,8,5,Youtube,2,4,0,NO,READING,YES,BEING OUTSIDE,YES,7,14
668,Outside Delhi-NCR,25,2,Poor,Laptop/Desktop,1,0,8,4,Whatsapp,0,2,2,NO,INDOOR ACTIVITIES,NO,SOCIALIZE,YES,3,12
669,Outside Delhi-NCR,25,4,Poor,Laptop/Desktop,4,0,8,5,Instagram,1,3,0,NO,MUSIC,NO,BEING OUTSIDE,YES,8,14
670,Outside Delhi-NCR,20,3,Poor,Smartphone,2,1,8,5,Whatsapp,3,1,2,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,YES,5,14
671,Delhi-NCR,25,0,Poor,Laptop/Desktop,4,1,8,1,Whatsapp,0,3,0,NO,SOCIALIZE,YES,SCHOOL/WORK,YES,4,10
672,Delhi-NCR,20,1,Poor,Smartphone,0,0,8,5,Instagram,2,2,1,YES,INDOOR ACTIVITIES,NO,BEING OUTSIDE,NO,2,14
673,Delhi-NCR,25,4,Poor,Laptop/Desktop,1,0,8,5,Youtube,1,3,1,NO,ONLINE ACTIVITIES,YES,TRAVELLING,YES,5,14
674,Delhi-NCR,25,4,Poor,Smartphone,2,1,7,3,Whatsapp,1,3,1,NO,READING,YES,SOCIALIZE,YES,6,12
675,Delhi-NCR,25,2,Poor,Laptop/Desktop,4,1,7,2,Others,1,3,0,NO,INDOOR ACTIVITIES,NO,SCHOOL/WORK,YES,6,11
676,Outside Delhi-NCR,30,2,Poor,Smartphone,1,0,6,1,Whatsapp,0,2,2,NO,REST,NO,TRAVELLING,YES,3,8
677,Outside Delhi-NCR,25,2,Poor,Smartphone,2,1,8,1,Whatsapp,0,3,1,NO,REST,YES,SOCIALIZE,YES,4,10
678,Delhi-NCR,20,0,Poor,Smartphone,0,2,9,1,Others,0,4,0,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,YES,2,12
679,Delhi-NCR,25,4,Poor,Smartphone,4,0,6,1,Youtube,0,2,1,YES,ONLINE ACTIVITIES,NO,TRAVELLING,NO,8,8
680,Delhi-NCR,30,2,Poor,Laptop/Desktop,4,0,7,3,Whatsapp,1,3,0,NO,ONLINE ACTIVITIES,NO,BEING OUTSIDE,NO,6,11
681,Delhi-NCR,25,4,Poor,Laptop/Desktop,1,1,9,2,Instagram,0,3,2,YES,ONLINE ACTIVITIES,NO,BEING OUTSIDE,NO,5,12
682,Delhi-NCR,30,0,Poor,Smartphone,0,0,9,2,Others,2,2,2,YES,MUSIC,NO,SCHOOL/WORK,NO,2,13
683,Outside Delhi-NCR,25,2,Poor,Laptop/Desktop,1,1,7,1,Whatsapp,2,3,2,NO,INDOOR ACTIVITIES,YES,TRAVELLING,YES,3,11
684,Delhi-NCR,20,3,Poor,Smartphone,4,1,6,1,Youtube,0,2,2,NO,READING,YES,SOCIALIZE,YES,7,8
685,Delhi-NCR,25,4,Poor,Smartphone,3,1,8,4,Youtube,0,4,2,YES,INDOOR ACTIVITIES,NO,SCHOOL/WORK,NO,7,13
686,Delhi-NCR,20,4,Poor,Laptop/Desktop,3,0,9,2,Instagram,1,2,2,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,NO,7,12
687,Outside Delhi-NCR,20,4,Poor,Smartphone,2,0,9,1,Instagram,0,3,1,NO,REST,NO,BEING OUTSIDE,NO,6,10
688,Delhi-NCR,20,2,Poor,Laptop/Desktop,3,1,8,2,Instagram,1,3,0,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,NO,5,12
689,Delhi-NCR,20,4,Poor,Laptop/Desktop,2,1,8,5,Instagram,0,3,2,NO,ONLINE ACTIVITIES,NO,NOTHING,NO,6,14
690,Outside Delhi-NCR,30,4,Poor,Smartphone,2,0,7,5,Youtube,3,3,0,NO,MUSIC,NO,TRAVELLING,YES,6,14
691,Delhi-NCR,20,4,Poor,Smartphone,4,0,9,2,Instagram,0,2,1,NO,ONLINE ACTIVITIES,NO,SCHOOL/WORK,YES,8,11
692,Outside Delhi-NCR,20,4,Poor,Smartphone,4,1,6,5,Whatsapp,2,3,2,NO,INDOOR ACTIVITIES,NO,SCHOOL/WORK,NO,8,14
693,Delhi-NCR,20,4,Poor,Smartphone,0,0,7,1,Instagram,0,3,1,NO,INDOOR ACTIVITIES,YES,SCHOOL/WORK,NO,4,8
694,Outside Delhi-NCR,20,4,Poor,Laptop/Desktop,2,0,8,2,Instagram,0,3,0,NO,MUSIC,NO,BEING OUTSIDE,NO,6,10
695,Delhi-NCR,20,4,Poor,Laptop/Desktop,4,1,7,3,Instagram,0,4,0,NO,ONLINE ACTIVITIES,YES,SCHOOL/WORK,YES,8,11
696,Delhi-NCR,20,4,Poor,Smartphone,0,1,6,5,Whatsapp,0,2,1,NO,INDOOR ACTIVITIES,NO,BEING OUTSIDE,YES,4,12
