year,price,transmission,mileage,fuelType,tax,mpg,engineSize
2016,6990,2,50000,5,0,65.7,1
2016,8490,2,35000,1,0,74.3,1.5
2016,7990,2,52000,1,0,74.3,1.5
2017,8990,2,40000,5,145,60.1,1
2016,12490,2,37000,1,145,54.3,2
2014,5990,2,58000,1,20,67.3,1.6
2016,12490,2,32000,5,160,45.6,1.5
2015,6490,2,62000,1,0,74.3,1.5
2016,6990,2,45000,5,20,61.4,1
2016,7990,2,28000,1,0,74.3,1.5
2016,11500,2,24000,1,0,78.5,1.5
2016,9500,2,46000,1,0,74.3,1.5
2018,10490,2,15000,5,145,62.8,1
2015,8490,2,62000,1,20,67.3,2
2015,7990,2,80000,1,20,68.9,2
2014,8990,2,76000,5,235,39.2,2
2014,7990,2,37000,5,145,47.9,1.6
2013,5990,2,91000,5,145,47.9,1.6
2016,8990,2,64000,1,30,64.2,2
2014,9490,2,47000,1,200,47.1,2.2
2016,7990,2,32000,1,0,74.3,1.5
2010,7490,2,54000,5,325,30.4,2.5
2016,11490,2,39000,5,160,45.6,1.5
2017,9990,2,49000,1,30,64.2,1.5
2016,8490,2,25000,5,20,62.8,1
2014,4490,2,51000,5,30,54.3,1.2
2017,10990,2,23000,5,145,47.9,1.6
2015,5490,2,34000,5,125,54.3,1.2
2014,8990,2,40000,1,125,53.3,2
2015,8990,2,57000,1,125,60.1,2
2013,9490,2,67000,5,235,39.2,2
2017,12400,2,24429,5,145,47.9,1.6
2017,13500,2,33841,1,30,64.2,2
2016,9600,2,24257,5,0,65.7,1
2016,9300,1,27593,5,0,57.7,1
2018,10800,2,33264,5,145,65.7,1
2018,17800,1,20170,5,145,44.8,1.5
2016,9500,2,49250,5,0,65.7,1
2016,15500,2,28344,1,20,67.3,0
2017,11500,2,25787,5,145,47.9,1.6
2014,9000,2,26460,5,0,65.7,1
2013,7990,1,91000,1,200,45.6,2
2016,5490,2,65000,1,0,78.5,1.5
2015,6990,2,48000,1,0,74.3,1.5
2017,10490,2,34000,1,20,70.6,2
2018,11900,1,15074,5,145,48.7,1
2013,7300,2,48881,1,20,67.3,1.6
2019,14300,2,1625,5,145,58.9,1
2016,10990,1,43000,1,125,58.9,2
2015,7990,2,67000,1,0,78.5,1.5
2018,12990,2,11000,1,145,58.9,1.5
2014,6990,2,66000,5,145,47.9,1.6
2016,5990,2,30000,5,125,54.3,1.2
2015,6490,2,69000,1,0,74.3,1.5
2015,12490,1,29000,1,145,52.3,2
2016,9490,2,26000,5,145,47.9,1.6
2015,14300,2,40457,1,20,67.3,0
2019,12300,2,16327,5,145,60.1,1
2019,18800,2,8579,5,145,39.2,1.5
2014,6000,2,62403,5,30,54.3,1.2
2019,17700,2,4899,1,145,45.6,1.5
2018,10700,2,16373,5,145,65.7,1
2017,17000,2,31357,5,200,41.5,2
2015,4990,2,32000,5,125,54.3,1.2
2015,9490,2,18000,5,145,47.9,1.6
2016,6990,2,32000,5,0,65.7,1
2016,7990,1,35000,5,0,57.7,1
2016,6490,2,44000,5,0,65.7,1
2015,10490,2,50000,1,20,67.3,2
2016,6490,2,27000,5,125,54.3,1.2
2017,10490,2,29000,1,145,74.3,1.5
2015,9490,2,38000,1,30,64.2,2
2016,6990,2,56000,1,0,74.3,1.5
2017,5990,2,73000,1,145,78.5,1.5
2016,10490,2,69000,1,30,64.2,2
2016,7490,2,58000,1,0,74.3,1.5
2015,6490,2,69000,1,0,74.3,1.5
2015,10990,2,47000,5,200,41.5,2
2017,7990,2,19000,5,0,65.7,1
2014,3334,2,31935,5,30,57.7,1.2
2018,14399,1,28391,1,145,45.6,2
2018,14399,1,26793,1,145,45.6,2
2013,8795,2,48258,5,145,47.9,1.6
2014,7747,2,29982,5,160,44.8,1.5
2015,9657,1,9281,5,160,44.8,1.6
2016,10199,2,26297,1,30,64.2,1.5
2016,11999,2,28731,1,125,60.1,2
2016,15499,2,45018,1,125,56.5,2
2018,8490,2,17000,5,145,65.7,1
2017,15490,2,23000,1,145,67.3,2
2017,12227,2,51904,1,30,64.2,1.5
2014,7999,2,45918,1,20,67.3,1.6
2015,7999,2,34318,1,20,68.9,1.5
2015,11490,2,45000,1,20,67.3,2
2015,9490,2,61000,1,30,62.8,2
2014,8990,2,50000,1,145,53.3,2
2018,8490,2,12000,5,145,64.2,1.1
2017,6990,2,15000,5,145,54.3,1.2
2016,5490,2,68000,1,0,88.3,1.5
2014,7672,2,29959,5,0,65.7,1
2018,19999,2,7918,5,145,41.5,2
2014,8449,2,58671,5,145,47.9,1.6
2017,9999,2,32000,1,0,78.5,1.5
2014,5750,2,73000,5,30,54.3,1.2
2015,4990,2,45000,5,125,54.3,1.2
2016,11499,2,38693,1,125,60.1,2
2016,7636,2,21471,1,0,74.3,1.5
2013,5939,2,70199,1,20,67.3,1.6
2016,9799,2,37020,1,30,64.2,1.5
2016,8599,2,21091,1,0,74.4,1.5
2017,11748,2,22638,5,145,51.4,1.5
2015,12999,2,48542,1,20,67.3,2
2015,12999,1,51438,5,235,38.2,2
2015,9546,2,38080,1,30,64.2,2
2016,9799,2,22333,1,0,74.3,1.5
2013,6799,1,45194,5,160,44.8,1.6
2014,7096,2,53767,1,20,67.3,1.6
2018,12999,1,7706,5,145,54.3,1
2011,5176,2,50234,1,20,68.9,1.4
2013,6412,2,32166,5,30,54.3,1.2
2017,17299,2,26062,1,145,67.3,2
2015,12500,2,58150,1,150,54.3,2
2017,7800,2,34257,5,0,65.7,1
2013,3900,2,57830,5,30,57.7,1.2
2014,4395,2,83780,5,30,54.3,1.2
2012,4795,2,73626,1,20,67.3,1.6
2016,7500,2,82955,1,0,74.3,1.5
2012,6000,2,73913,1,20,67.3,1.6
2015,9800,2,29188,1,20,67.3,1.6
2013,9661,2,75282,1,200,47.9,2
2017,7699,2,24983,5,0,65.7,1
2016,9999,2,17698,1,20,68.9,1.5
2019,18250,1,3492,1,145,64.2,2
2019,16525,1,3220,1,145,64.2,2
2018,14525,1,9534,5,145,48.7,1
2018,14575,1,10999,5,145,48.7,1
2018,16000,1,5675,1,145,67.3,1.5
2016,8899,1,44336,1,20,64.2,1.5
2016,9632,2,18814,5,20,62.8,1
2017,8503,2,13080,5,125,54.3,1.2
2016,7842,2,71364,1,0,74.3,1.5
2018,18890,2,1454,5,145,41.5,2
2019,17199,1,3305,1,145,64.2,2
2019,17999,1,4134,1,145,64.2,2
2019,17999,1,5491,1,145,64.2,2
2019,17499,2,1986,1,145,62.8,2
2016,8439,2,19764,5,0,65.7,1
2017,8600,2,21780,5,0,65.7,1
2018,9399,2,31824,5,145,65.7,1
2015,8495,2,40746,1,0,74.3,1.5
2016,10400,2,26403,5,0,65.7,1
2019,17300,2,11448,5,145,34.4,1.5
2016,9500,2,29512,5,0,65.7,1
2016,11200,2,38635,5,0,74.3,1.5
2016,10900,2,5765,5,0,65.7,1
2016,11400,2,18342,5,145,47.9,1.6
2015,9000,1,22093,5,0,57.7,1
2017,11800,1,22008,5,145,51.4,1
2015,8100,2,26605,5,0,65.7,1
2013,9700,2,46719,1,145,53.3,2
2018,11300,2,32139,5,145,65.7,1
2018,16800,1,17960,1,145,58.9,2
2016,9126,2,38670,1,30,64.2,1.5
2016,9511,2,19276,5,20,60.1,1
2017,10780,2,16711,1,145,78.5,1.5
2016,10499,2,47635,1,0,78.5,1.5
2017,11512,2,13146,1,145,88.3,1.5
2016,9189,2,12444,1,0,74.4,1.5
2019,16199,2,11154,5,145,34.4,1.5
2012,8773,2,39653,5,235,39.2,1.6
2016,16999,1,40166,1,145,52.3,2
2017,13395,2,13338,5,145,57.7,1
2014,7552,2,26219,5,30,54.3,1.2
2013,6190,2,69000,1,20,67.3,1.6
2016,9033,2,13454,5,0,65.7,1
2016,16399,2,24886,1,125,56.5,2
2016,11499,1,19135,1,125,56.5,2
2015,8099,1,23115,5,160,44.1,1.6
2016,10290,2,34000,1,20,68.9,1.5
2016,9999,2,36511,1,30,64.2,1.5
2015,13731,2,29000,1,145,54.3,2
2011,2650,2,30475,5,30,57.7,1.2
2019,18917,2,7968,5,145,40.3,1.5
2018,8899,2,36512,5,145,65.7,1
2016,8250,2,13838,5,125,54.3,1.2
2015,7250,2,37224,5,0,65.7,1
2017,10750,2,23000,5,145,60.1,1
2009,5450,2,45000,1,20,67.3,1.6
2014,7999,2,40000,5,30,54.3,1.2
2015,7990,2,55000,1,0,74.3,1.5
2012,5650,2,64000,5,145,48.7,1.6
2015,8450,2,41000,5,125,53.3,1
2013,6950,2,54000,5,0,65.7,1
2016,12500,2,47000,1,125,60.1,2
2012,4500,2,74731,5,150,48.7,1.4
2016,7999,2,34547,5,0,65.7,1
2005,675,2,97000,1,205,48.7,2
2012,6500,2,66100,1,20,67.3,1.6
2017,12128,2,21399,5,145,57.7,1
2017,12270,2,18866,5,145,57.7,1
2014,10899,2,42021,1,160,47.9,2
2015,9495,2,30408,1,20,67.3,1.6
2015,10299,1,38286,1,30,64.2,2
2019,16399,2,6134,5,145,39.2,1.5
2015,9299,1,5040,5,30,57.7,1
2016,12454,2,35755,1,125,60.1,2
2016,8500,2,29368,5,20,62.8,1
2017,9399,2,15285,5,145,44.8,1.5
2015,4749,2,32897,5,30,57.7,1.2
2016,9999,2,27169,1,30,64.2,1.5
2017,17999,2,16018,1,145,56.5,2
2015,11495,2,9719,1,0,78.5,1.5
2013,6545,2,47738,1,20,67.3,1.6
2014,7499,2,20798,5,30,56.5,1
2012,5366,2,54754,5,145,48.7,1.4
2016,10499,2,53592,1,125,60.1,2
2015,7812,2,46995,5,20,62.8,1
2016,17988,2,36918,1,125,56.5,2
2016,10249,1,24087,1,30,58.9,1.5
2015,5192,2,22366,5,30,57.7,1.2
2019,18200,2,5184,1,145,70.6,2
2019,16125,2,1388,5,145,51.4,1.5
2012,4699,2,66302,5,145,48.7,1.4
2016,8999,2,8629,1,0,74.4,1.5
2013,7426,2,38766,5,0,65.7,1
2012,4195,2,19959,5,30,57.7,1.2
2016,19400,2,11655,1,160,48.7,2
2016,9265,2,33092,1,20,68.9,1.5
2017,10399,2,19059,1,145,88.3,1.5
2017,10099,2,28099,1,0,74.3,1.5
2016,10099,2,17621,1,30,64.2,1.5
2017,12299,2,13615,5,145,47.9,1.6
2017,9271,2,30160,5,0,65.7,1
2017,16499,1,35167,1,145,54.3,2
2015,8225,2,33786,1,0,74.3,1.5
2017,17999,2,34036,1,125,56.5,2
2011,5999,1,48370,5,160,44.1,1.6
2011,6499,2,48718,5,200,40.9,1.6
2017,9999,1,39198,1,145,74.3,1.5
2014,8699,2,44663,5,145,47.9,1.6
2016,8099,2,12072,5,125,54.3,1.2
2019,17999,1,3824,1,145,64.2,2
2016,9268,2,42619,1,30,64.2,1.5
2018,14650,2,11144,1,145,74.3,1.5
2019,13475,2,7669,1,145,67.3,1.5
2016,9999,2,27343,1,0,74.3,1.5
2016,6789,2,24162,5,125,54.3,1.2
2016,10999,1,54347,1,125,57.7,2
2015,8390,2,52352,1,20,68.9,2
2014,8466,2,8454,5,0,65.7,1
2016,15199,2,22589,1,125,56.5,2
2017,11999,2,18153,5,145,51.4,1.5
2018,14399,1,28201,1,145,45.6,2
2016,9399,1,35724,1,20,64.2,1.5
2017,19223,2,8204,1,145,56.5,2
2017,8699,2,42013,5,145,62.8,1
2017,18899,2,11010,5,145,41.5,2
2017,10671,2,36013,1,145,74.3,1.5
2013,6799,2,35938,5,30,54.3,1.2
2015,8299,2,84637,1,20,68.9,2
2015,6980,2,28329,5,125,54.3,1.2
2013,3820,2,45804,5,30,57.7,1.2
2019,18125,1,3376,1,145,64.2,2
2019,17999,2,1291,1,145,62.8,2
2019,17850,1,4233,1,145,74.3,1.5
2017,15165,2,13720,5,145,45.6,1.5
2016,10999,2,34879,1,125,60.1,2
2016,7599,2,15385,5,125,54.3,1.2
2017,15400,2,10253,1,20,67.3,2
2017,11489,2,26549,1,145,74.3,1.5
2016,9643,2,29842,5,0,65.7,1
2015,10781,1,50323,1,145,52.3,2
2017,17451,2,14584,1,145,67.3,2
2015,8524,2,58363,5,145,47.9,1.6
2016,9399,2,32041,1,0,74.3,1.5
2015,5791,2,17398,5,30,57.7,1.2
2014,7432,2,32500,5,30,54.3,1.2
2017,11695,2,21502,1,145,74.3,1.5
2017,11649,2,23765,1,145,74.3,1.5
2017,10752,2,22936,5,145,60.1,1
2016,10199,2,22632,5,145,47.9,1.6
2017,10499,2,23077,5,145,60.1,1
2015,7499,2,49636,5,0,65.7,1
2018,9699,2,26402,5,145,64.2,1.1
2014,7679,2,41217,5,0,65.7,1
2015,9799,2,28024,1,0,74.3,1.5
2014,7673,1,30093,5,160,44.8,1.6
2018,14399,1,24842,1,145,45.6,2
2016,9999,2,29843,1,30,64.2,1.5
2016,9999,2,28772,1,30,64.2,1.5
2014,7446,2,26513,5,0,65.7,1
2012,7499,1,28139,1,160,50.4,2
2017,9899,2,22711,1,145,88.3,1.5
2015,8669,2,16925,5,0,65.7,1
2015,6799,2,43670,1,0,88.3,1.5
2016,7744,2,22692,5,125,54.3,1.2
2014,10399,2,48739,1,160,47.9,2
2018,10798,2,14678,5,145,61.4,1
2014,9870,2,39663,1,145,53.3,2
2016,9999,2,31860,1,30,64.2,1.5
2015,8284,2,11498,1,0,88.3,1.5
2017,7849,2,19298,5,145,65.7,1
2017,11799,2,17315,1,145,74.3,1.5
2016,8284,2,12956,5,0,65.7,1
2018,12764,2,15900,5,145,58.9,1
2015,7999,1,19581,5,145,47.9,1.6
2016,8574,2,12620,5,0,65.7,1
2018,9698,2,14961,5,145,55.4,1.1
2017,9191,2,10729,5,145,64.2,1.1
2018,17923,2,19908,1,145,60.1,2
2016,7058,2,15140,5,125,54.3,1.2
2015,8382,1,34808,5,160,44.8,1.6
2016,11499,2,19436,5,145,47.9,1.6
2018,12995,2,18670,5,145,57.7,1
2017,11295,2,19337,5,145,60.1,1
2017,14250,2,26814,5,160,45.6,1.5
2015,6799,2,67391,5,0,65.7,1
2016,13699,2,33338,1,125,60.1,2
2015,9880,2,37666,5,145,47.9,1.6
2017,9694,2,9073,5,30,55.4,1
2019,18499,2,4945,5,145,50.4,1.5
2013,7182,2,56984,1,20,67.3,1.6
2018,14299,2,7498,5,145,57.7,1
2017,8999,2,6238,5,145,64.2,1.1
2017,18499,1,10172,1,145,52.3,2
2017,8999,2,10731,5,145,64.2,1.1
2013,5399,2,76156,5,160,42.8,1.6
2016,8490,2,20587,5,20,61.4,1
2016,13890,2,35842,1,20,67.3,2
2015,13590,1,19673,1,150,52.3,2
2016,14690,2,31452,1,20,67.3,2
2018,12999,1,34592,1,145,58.9,1.5
2016,12999,2,36061,1,125,60.1,2
2014,6499,2,30876,1,0,76.4,1.5
2016,7541,2,14299,5,125,54.3,1.2
2018,11980,2,20257,5,145,65.7,1
2018,10999,2,25424,1,145,58.9,1.5
2017,24500,2,9000,1,145,64.2,1.5
2018,9990,2,20528,5,145,56.5,1
2016,8690,2,16838,5,160,44.8,1.5
2013,5995,2,58610,5,145,47.9,1.6
2002,895,2,136784,5,300,36.2,1.8
2015,7390,2,36236,5,0,65.7,1
2019,12790,2,10824,5,145,58.9,1
2017,9490,2,9850,5,145,56.5,1
2017,7990,2,24003,5,145,64.2,1.1
2018,12699,2,8702,5,145,55.4,1
2011,3999,2,35006,5,200,42.8,1.6
2017,13968,2,23452,1,30,64.2,1.5
2013,6143,2,40428,5,20,58.9,1
2015,12942,2,30768,5,200,41.5,2
2015,6999,2,50123,5,30,55.4,1
2018,18328,2,11581,5,145,39.2,1.5
2016,11499,2,24845,1,20,70.6,2
2013,5356,2,69078,1,0,85.6,1.6
2017,11899,2,17445,5,145,60.1,1
2013,6826,1,60037,1,160,48.7,2
2019,17999,1,2594,1,145,67.3,1.5
2019,17999,1,1480,1,145,64.2,2
2016,14999,2,32170,1,125,56.5,2
2015,8899,1,7802,5,160,44.8,1.6
2015,11589,2,13586,1,125,60.1,2
2018,14399,1,22645,1,145,45.6,2
2018,22999,1,15471,1,145,48.7,2
2017,16499,2,19610,1,145,60.1,2
2016,10499,1,17893,1,30,58.9,1.5
2017,12999,2,40860,1,125,60.1,2
2019,15541,2,13952,1,145,54.3,1.5
2012,5379,2,71963,5,145,47.9,1.6
2015,7626,2,22501,1,0,78.5,1.5
2014,8483,2,48739,5,20,60.1,1
2019,18699,1,3588,5,145,39.2,1.5
2019,18599,1,3720,1,145,64.2,2
2019,16999,2,4714,1,145,57.7,1.5
2015,6733,2,74133,5,0,65.7,1
2017,12599,2,22111,5,145,50.4,1.5
2013,6526,2,29349,5,160,42.8,1.6
2016,14999,2,32990,1,20,67.3,2
2018,13999,2,8666,5,145,57.7,1
2017,9999,2,7805,5,145,64.2,1.1
2014,8000,2,20556,1,30,61.4,1.6
2016,13499,1,19525,1,125,56.5,2
2015,8350,1,18403,5,160,44.8,1.6
2018,16999,2,9577,1,145,74.3,1.5
2019,17699,1,1821,1,145,74.3,1.5
2017,9899,2,22385,5,145,65.7,1
2012,7490,2,43325,5,145,47.9,1.6
2009,3990,2,53583,1,20,67.3,1.4
2011,5490,2,64000,5,200,40.9,1.6
2014,7676,2,22358,1,0,76.4,1.5
2016,15369,2,36932,1,125,56.5,2
2013,9218,2,50834,1,145,53.3,2
2017,12500,2,8220,1,0,74.3,1.5
2015,7960,2,17164,5,0,65.7,1
2012,6490,2,28000,5,125,48.7,1.4
2011,5450,2,63000,1,20,67.3,1.6
2009,4150,2,79000,1,200,44.8,2.2
2012,7990,2,75179,1,165,49.6,2
2016,8999,1,16213,5,0,57.7,1
2015,10190,2,37406,1,20,68.9,2
2013,4940,2,39932,5,30,54.3,1.2
2016,6870,2,67901,5,125,54.3,1.2
2015,9640,2,28088,5,145,47.9,1.6
2016,8940,2,48687,1,0,74.3,1.5
2015,7996,2,44000,5,20,60.1,1
2013,5473,2,50174,5,30,55.4,1
2017,9699,2,23183,5,145,60.1,1
2017,12495,1,20693,5,145,46.3,1.5
2018,11999,2,5612,5,145,65.7,1
2018,9999,2,9813,5,145,64.2,1.1
2014,7000,2,43016,1,20,67.3,1.6
2016,12940,2,85259,1,125,56.5,2
2016,7989,2,75929,1,0,78.5,1.5
2013,5949,2,52135,1,0,85.6,1.6
2016,8640,2,88393,1,30,64.2,2
2017,10440,2,51318,1,20,67.3,2
2016,6940,2,75386,1,0,78.5,1.5
2018,9999,2,13614,5,145,64.2,1.1
2018,9299,2,2398,5,145,64.2,1.1
2018,15999,2,16582,5,145,41.5,2
2016,8499,2,31530,5,125,53.3,1
2018,15999,1,1298,1,145,51.4,1.5
2014,8999,2,47772,1,145,53.3,2
2017,10999,2,15555,5,145,58.9,1
2018,10999,2,10374,5,145,61.4,1
2014,8940,1,29192,5,160,44.8,1.6
2014,6840,2,69000,1,20,67.3,1.6
2015,5750,2,78000,1,20,67.3,1.6
2015,8845,2,29194,5,0,65.7,1
2014,6995,2,51438,5,0,65.7,1
2013,5495,2,62774,5,150,47.1,1.4
2016,8497,2,52821,1,0,74.3,1.5
2016,8470,2,89827,1,0,74.3,1.5
2012,5270,2,87611,5,200,42.8,1.6
2017,9640,2,16697,1,0,78.5,1.5
2014,7340,2,30000,5,0,65.7,1
2014,6940,2,32000,5,0,65.7,1
2013,5749,2,69000,5,30,56.5,1
2017,11333,1,30452,5,125,51.4,1
2016,8795,2,27705,5,0,65.7,1
2008,3995,2,76517,1,150,47.9,1.6
2016,8695,2,69778,1,0,74.3,1.5
2016,8995,2,79265,1,30,64.2,2
2015,8288,2,14653,5,0,65.7,1
2015,8794,2,97000,1,30,65.7,2
2016,6993,2,112000,1,20,67.3,2
2018,11997,2,10230,5,145,58.9,1
2017,8697,2,33866,5,125,52.3,1
2018,10497,2,28247,5,145,62.8,1
2017,19997,1,20540,1,160,48.7,2
2016,9797,2,25286,1,0,74.3,1.5
2014,4490,2,49195,5,30,57.7,1.2
2012,4190,2,82773,1,145,53.3,2
2015,7890,1,16796,5,160,44.1,1.6
2015,10488,2,59498,1,125,60.1,2
2014,6988,2,53987,5,0,65.7,1
2016,8688,2,17543,5,160,44.8,1.5
2017,10990,2,37287,1,150,74.3,1.5
2014,9970,1,67401,1,205,45.6,2
2017,17970,3,27503,1,145,52.3,2
2013,8470,1,47421,1,165,48.7,2
2018,11970,2,37349,1,150,74.3,1.5
2019,15970,1,404,5,145,47.9,1.5
2016,19970,3,10121,1,145,52.3,2
2013,6470,2,99900,1,150,52.3,1.6
2012,10997,1,39125,1,200,47.1,2
2017,9797,2,24138,5,145,62.8,1
2017,11797,2,12255,5,20,60.1,1
2010,3692,2,113000,1,160,50.4,2
2017,7391,2,111000,1,20,67.3,2
2016,6991,2,127000,1,30,64.2,2
2015,6893,2,130000,1,20,68.9,2
2010,2694,2,130000,1,145,53.3,2
2015,7991,2,90000,1,20,68.9,2
2010,3692,1,113000,1,165,50.4,2
2015,7991,2,128000,1,150,54.3,2
2016,7992,2,132000,1,30,62.8,2
2015,7991,2,128000,1,145,54.3,2
2015,7792,2,100000,1,20,68.9,2
2017,7793,2,114000,1,30,65.7,2
2015,6793,2,130000,1,30,65.7,2
2014,5393,2,132000,1,30,61.4,2
2015,6391,2,142000,1,20,68.9,2
2015,7992,2,123000,1,125,60.1,2
2015,6793,2,130000,1,30,65.7,2
2015,6391,2,110000,1,20,67.3,2
2016,7793,2,100000,1,20,70.6,2
2017,12491,2,96000,1,150,54.3,2
2015,6793,2,138000,1,20,68.9,2
2007,1795,2,135391,1,205,46.3,2.2
2015,9495,2,50460,5,150,47.9,1.6
2018,18490,1,19398,1,150,61.4,2
2013,10899,2,55865,5,235,39.2,2
2011,3249,2,92737,1,20,68.9,1.4
2014,6949,2,41076,5,0,65.7,1
2017,7393,2,102000,5,150,65.7,1
2016,7793,2,106000,1,20,70.6,2
2016,10792,1,117000,1,150,52.3,2
2016,7492,2,128000,1,0,78.5,1.5
2015,6793,2,130000,1,20,68.9,2
2015,7792,2,100000,1,20,68.9,2
2016,7792,2,105000,1,0,78.5,1.5
2007,1295,2,108475,5,160,45.6,1.4
2008,1495,2,118000,1,30,62.8,1.4
2016,8795,2,94799,1,30,64.2,2
2015,7991,2,90000,1,20,68.9,2
2016,8793,2,108000,1,30,65.7,2
2018,15900,1,5603,5,145,48.7,1
2014,6450,2,54486,5,0,65.7,1
2019,15500,2,3914,5,145,60.1,1
2011,4899,2,77543,1,20,67.3,1.6
2011,2890,2,67532,5,30,57.7,1.2
2019,11990,2,12950,1,150,58.9,1.5
2016,9999,1,14113,1,20,64.2,1.5
2018,12539,1,14952,5,145,51.4,1
2017,10069,2,17613,5,145,62.8,1
2017,9739,2,23500,5,20,62.8,1
2018,12089,2,28568,1,145,74.3,1.5
2016,10399,2,13475,1,0,78.5,1.5
2016,12999,2,12825,1,125,60.1,2
2017,17999,2,35369,1,125,56.5,2
2016,8240,2,25388,1,0,78.5,1.5
2016,10795,2,16300,5,20,60.1,1
2016,7492,2,128000,1,0,78.5,1.5
2015,5492,2,114000,1,0,74.3,1.5
2015,6391,2,110000,1,20,67.3,2
2017,12491,2,96000,1,145,54.3,2
2015,8391,2,109000,1,145,54.3,2
2010,3493,2,140000,1,145,53.3,2
2016,6992,2,134000,1,20,67.3,2
2015,6793,2,138000,1,20,68.9,2
2015,5991,2,130000,1,0,78.5,1.5
2013,9921,1,49372,1,200,45.6,2
2016,7548,2,17079,5,125,54.3,1.2
2014,7299,2,31876,5,0,65.7,1
2015,7499,2,58592,1,0,78.5,1.5
2014,7470,2,39197,1,30,61.4,1.6
2017,18849,1,15073,1,145,54.3,2
2017,11799,2,26570,5,145,47.9,1.6
2018,13999,1,34500,1,145,45.6,2
2018,15999,2,7873,1,145,80.7,1.5
2016,8999,2,65920,1,0,74.3,1.5
2014,8649,2,45379,5,145,47.9,1.6
2017,11599,1,22436,5,145,51.4,1
2015,9361,2,69894,1,20,68.9,2
2016,9362,2,65799,1,0,78.5,1.5
2019,18999,1,4146,5,145,47.9,1.5
2016,9499,2,62664,1,0,74.3,1.5
2015,9999,2,29469,5,145,47.9,1.6
2015,13084,2,40807,5,200,41.5,2
2016,9999,2,54955,1,0,78.5,1.5
2016,10999,1,11313,1,20,64.2,1.5
2012,4852,2,61350,1,0,68.9,1.6
2019,17623,2,8978,1,145,45.6,1.5
2016,9907,2,19519,5,0,65.7,1
2016,7935,2,45018,5,0,65.7,1
2018,11913,2,18639,5,145,62.8,1
2013,6913,2,41148,5,0,65.7,1
2016,13815,2,48628,1,20,67.3,2
2017,10999,2,16613,5,145,62.8,1
2010,3995,2,33563,5,30,55.4,1.2
2017,15995,1,46210,1,145,54.3,2
2015,12787,2,39772,1,20,67.3,2
2017,17999,2,35495,1,125,56.5,2
2016,8699,2,7973,5,0,65.7,1
2016,7147,2,32780,5,0,65.7,1
2014,6934,2,42020,5,0,65.7,1
2016,9999,2,14063,5,0,65.7,1
2013,6540,2,27550,5,30,54.3,1.2
2016,8244,2,19453,1,0,78.5,1.5
2016,9545,1,33190,1,20,67.3,1.5
2016,22499,2,21000,5,235,36.7,2.3
2013,6992,1,32482,5,160,44.1,1.6
2016,9834,2,32151,1,30,64.2,1.5
2017,17098,2,22431,1,145,67.3,2
2016,8599,2,22517,1,20,68.9,1.5
2018,13999,1,39993,1,145,45.6,2
2013,7349,1,9595,5,160,44.1,1.6
2016,14331,1,33230,1,125,52.3,2
2016,9491,2,30380,1,0,74.3,1.5
2016,8199,2,33196,5,160,44.8,1.5
2014,5899,2,46314,5,30,54.3,1.2
2014,7132,2,29639,5,30,54.3,1.2
2017,10449,2,17468,1,0,78.5,1.5
2015,11275,2,32508,1,20,68.9,2
2017,12499,2,52492,5,145,50.4,1.5
2016,9299,2,18328,1,0,88.3,1.5
2016,8105,2,32268,5,0,65.7,1
2017,16399,2,39967,1,145,54.3,2
2017,7763,2,29435,5,145,54.3,1.2
2014,11318,2,40402,5,235,39.2,2
2014,6790,2,60918,5,0,65.7,1
2019,19000,1,5310,5,145,46.3,1.5
2016,9995,2,22607,5,0,65.7,1
2014,3918,2,40150,5,30,57.7,1.2
2014,9293,2,33872,5,150,47.9,1.6
2012,4431,2,41485,1,0,76.4,1.6
2016,13919,2,45000,1,125,60.1,2
2018,10999,2,31620,1,145,58.9,1.5
2018,13449,2,15250,5,145,57.7,1
2017,8399,2,19913,5,145,47.1,1.4
2017,18199,2,13000,5,145,41.5,2
2017,11999,2,26973,5,145,57.7,1
2019,18700,1,3095,1,145,64.2,2
2016,7825,2,22502,5,0,65.7,1
2019,15510,2,1786,5,145,58.9,1
2017,12012,2,20621,5,145,57.7,1
2017,9893,2,39888,5,125,52.3,1
2019,14652,2,20059,5,145,40.3,1.5
2015,7511,2,46243,1,0,78.5,1.5
2019,17999,1,3521,1,145,64.2,2
2016,19900,1,22188,1,200,47.9,2
2016,7891,2,15543,5,125,54.3,1.2
2014,7376,1,41976,5,160,44.1,1.6
2016,8344,2,19648,5,0,65.7,1
2015,9610,2,50332,5,125,51.4,1.5
2016,9709,2,45690,1,30,64.2,1.5
2014,7731,2,26822,5,0,65.7,1
2015,10295,2,23742,1,0,74.3,1.5
2017,17999,2,32910,1,125,56.5,2
2018,10999,2,30295,5,145,65.7,1
2018,25000,2,21632,5,145,35.3,2.3
2016,9186,2,19659,1,0,74.4,1.5
2017,12295,2,23016,5,145,51.4,1.5
2017,10999,2,13671,5,145,60.1,1
2017,12120,2,16853,5,145,57.7,1
2018,12499,2,17330,1,145,74.3,1.5
2015,7899,2,60482,1,0,74.3,1.5
2017,11999,2,20310,1,145,74.3,1.5
2016,15749,2,19664,5,200,41.5,2
2019,17699,1,3252,1,145,64.2,2
2019,16399,2,6937,5,145,40.3,1.5
2017,9360,2,25438,5,0,65.7,1
2017,11500,2,2481,5,145,60.1,1
2018,13999,1,9377,1,145,51.4,1.5
